Q,E
-35.0,22.752211776985202
-34.97165721907302,22.683837820394242
-34.94331443814605,22.615629290028085
-34.91497165721907,22.547585880846313
-34.8866288762921,22.479707288192348
-34.85828609536512,22.411993207793042
-34.82994331443815,22.344443335758598
-34.80160053351117,22.27705736858224
-34.77325775258419,22.209835003139972
-34.74491497165722,22.14277593669034
-34.71657219073025,22.075879866874203
-34.68822940980327,22.00914649171442
-34.65988662887629,21.942575509615715
-34.63154384794932,21.87616661936432
-34.60320106702234,21.8099195201278
-34.57485828609536,21.743833911454757
-34.54651550516839,21.67790949327466
-34.51817272424142,21.61214596589753
-34.48982994331444,21.546543030013634
-34.46148716238746,21.481100386693434
-34.43314438146049,21.415817737387144
-34.40480160053351,21.35069478392462
-34.37645881960653,21.285731228515008
-34.34811603867956,21.220926773746587
-34.31977325775259,21.15628112258645
-34.29143047682561,21.091793978380306
-34.26308769589863,21.027465044852224
-34.23474491497166,20.963294026104364
-34.20640213404468,20.899280626616765
-34.1780593531177,20.835424551247055
-34.149716572190734,20.771725505230297
-34.12137379126376,20.70818319417856
-34.09303101033678,20.644797324080894
-34.0646882294098,20.581567601302936
-34.03634544848283,20.518493732586705
-34.00800266755585,20.45557542505038
-33.97965988662887,20.392812386187995
-33.951317105701904,20.33020432386927
-33.92297432477493,20.2677509463393
-33.89463154384795,20.20545196221832
-33.86628876292097,20.1433070805015
-33.837945981994,20.081316010558652
-33.80960320106702,20.019478462134007
-33.78126042014004,19.957794145345957
-33.752917639213074,19.896262770686853
-33.7245748582861,19.83488404902262
-33.69623207735912,19.773657691592703
-33.66788929643214,19.71258341000972
-33.63954651550517,19.651660916259193
-33.61120373457819,19.590889922699347
-33.58286095365122,19.530270142060864
-33.554518172724244,19.46980128744659
-33.52617539179727,19.409483072331348
-33.49783261087029,19.349315210561667
-33.46948982994331,19.28929741635551
-33.44114704901634,19.229429404302074
-33.41280426808936,19.169710889361514
-33.38446148716239,19.110141586864724
-33.356118706235414,19.050721212512993
-33.32777592530844,18.991449482377927
-33.29943314438146,18.932326112901077
-33.27109036345448,18.873350820893716
-33.24274758252751,18.81452332353663
-33.21440480160053,18.755843338379826
-33.18606202067356,18.697310583342322
-33.157719239746584,18.63892477671185
-33.12937645881961,18.580685637144697
-33.10103367789263,18.52259288366536
-33.07269089696565,18.46464623566637
-33.04434811603868,18.406845412908016
-33.01600533511171,18.349190135518125
-32.98766255418473,18.291680123991725
-32.959319773257754,18.234315099190937
-32.93097699233078,18.177094782344636
-32.9026342114038,18.12001889504824
-32.87429143047682,18.063087159263446
-32.84594864954985,18.006299297317977
-32.81760586862288,17.949655031905372
-32.7892630876959,17.893154086084706
-32.760920306768924,17.83679618328034
-32.73257752584195,17.780581047281707
-32.70423474491497,17.72450840224306
-32.67589196398799,17.668577972683178
-32.647549183061024,17.612789483485205
-32.61920640213405,17.55714265989628
-32.59086362120707,17.501637227527425
-32.562520840280094,17.446272912353212
-32.53417805935312,17.391049440711576
-32.50583527842614,17.335966539303488
-32.47749249749916,17.281023935192792
-32.449149716572194,17.226221355805908
-32.42080693564522,17.171558528931616
-32.39246415471824,17.117035182720766
-32.364121373791264,17.062651045686074
-32.33577859286429,17.008405846701883
-32.30743581193731,16.95429931500387
-32.27909303101033,16.900331180188825
-32.250750250083364,16.846501172214445
-32.22240746915639,16.79280902139897
-32.19406468822941,16.73925445842107
-32.165721907302434,16.68583721431955
-32.13737912637546,16.632557020493064
-32.10903634544848,16.57941360869994
-32.08069356452151,16.526406711057852
-32.052350783594534,16.473536060043646
-32.02400800266756,16.420801388493054
-31.99566522174058,16.36820242960047
-31.967322440813604,16.31573891691867
-31.93897965988663,16.263410584358628
-31.910636878959654,16.211217166189158
-31.882294098032677,16.159158397036812
-31.8539513171057,16.107234011885534
-31.825608536178727,16.055443746076445
-31.79726575525175,16.003787335307564
-31.768922974324774,15.952264515633624
-31.7405801933978,15.900875023465783
-31.712237412470824,15.849618595571377
-31.683894631543847,15.798494969073705
-31.655551850616874,15.747503881451737
-31.627209069689897,15.696645070539898
-31.59886628876292,15.645918274527816
-31.570523507835944,15.595323231960085
-31.54218072690897,15.544859681736009
-31.513837945981994,15.494527363109324
-31.485495165055017,15.444326015688013
-31.457152384128044,15.39425537943405
-31.428809603201067,15.344315194663059
-31.40046682227409,15.294505202044222
-31.372124041347117,15.244825142599904
-31.34378126042014,15.195274757705493
-31.315438479493164,15.145853789089077
-31.287095698566187,15.096561978831268
-31.258752917639214,15.047399069364905
-31.230410136712237,14.998364803474834
-31.20206735578526,14.949458924297662
-31.173724574858287,14.900681175321505
-31.14538179393131,14.85203130038571
-31.117039013004334,14.803509043680675
-31.08869623207736,14.755114149747566
-31.060353451150384,14.706846363478046
-31.032010670223407,14.658705430114066
-31.003667889296434,14.61069109524761
-30.975325108369457,14.562803104820468
-30.94698232744248,14.51504120512392
-30.918639546515504,14.467405142798572
-30.89029676558853,14.419894664834064
-30.861953984661554,14.372509518568839
-30.833611203734577,14.325249451689885
-30.805268422807604,14.278114212232515
-30.776925641880627,14.231103548580064
-30.74858286095365,14.184217209463712
-30.720240080026677,14.137454943962211
-30.6918972990997,14.090816501501598
-30.663554518172724,14.044301631855017
-30.635211737245747,13.997910085142427
-30.606868956318774,13.95164161183038
-30.578526175391797,13.905495962731754
-30.55018339446482,13.859472889005518
-30.521840613537847,13.813572142156486
-30.49349783261087,13.767793474035054
-30.465155051683894,13.722136636837002
-30.43681227075692,13.67660138310319
-30.408469489829944,13.63118746571932
-30.380126708902967,13.585894637915745
