Q,E
0,1.8231306584605156
0.057183702644746245,1.813206687995796
0.11436740528949249,1.8033212481897496
0.17155110793423875,1.7934742692260255
0.22873481057898498,1.7836656813524157
0.28591851322373124,1.7738954148808517
0.3431022158684775,1.7641634001874107
0.4002859185132237,1.754469567712307
0.45746962115796996,1.7448138479599007
0.5146533238027162,1.7351961714986912
0.5718370264474625,1.7256164689613214
0.6290207290922087,1.7160746710445736
0.686204431736955,1.7065707085093764
0.7433881343817013,1.6971045121807944
0.8005718370264474,1.6876760129480393
0.8577555396711937,1.6782851417644609
0.9149392423159399,1.668931829647553
0.9721229449606862,1.6596160076789506
1.0293066476054324,1.6503376070044298
1.0864903502501786,1.641096558833909
1.143674052894925,1.6318927944414492
1.2008577555396711,1.6227262451652524
1.2580414581844175,1.6135968424076625
1.3152251608291636,1.6045045176351649
1.37240886347391,1.595449202378388
1.4295925661186561,1.5864308282321002
1.4867762687634025,1.577449326855214
1.5439599714081487,1.5685046299707808
1.6011436740528948,1.5595966693659973
1.6583273766976412,1.550725376892199
1.7155110793423873,1.5418906844648652
1.7726947819871337,1.5330925240636153
1.8298784846318799,1.524330827732213
1.8870621872766262,1.5156055275785598
1.9442458899213724,1.5069165557747042
2.0014295925661187,1.4982638445568321
2.058613295210865,1.4896473262252723
2.115796997855611,1.4810669331444992
2.172980700500357,1.4725225977431238
2.230164403145104,1.4640142525138997
2.28734810578985,1.4555418300137257
2.344531808434596,1.44710526286364
2.4017155110793422,1.4387044837488219
2.458899213724089,1.4303394254185957
2.516082916368835,1.4220100206864221
2.573266619013581,1.4137162024299104
2.6304503216583273,1.4054579035908057
2.6876340243030734,1.3972350571749992
2.74481772694782,1.3890475962525204
2.802001429592566,1.3808954539575444
2.8591851322373123,1.3727785634883842
2.9163688348820584,1.3646968581074987
2.973552537526805,1.3566502711414838
3.030736240171551,1.3486387359810823
3.0879199428162973,1.3406621860811747
3.1451036454610435,1.3327205549607861
3.2022873481057896,1.324813776203081
3.2594710507505362,1.3169417834553692
3.3166547533952824,1.309104510429098
3.3738384560400285,1.3013018908998601
3.4310221586847747,1.2935338587073877
3.4882058613295213,1.2858003477555564
3.5453895639742674,1.2781012920123827
3.6025732666190136,1.2704366255100255
3.6597569692637597,1.262806282344784
3.716940671908506,1.2552101966771025
3.7741243745532524,1.2476483027315624
3.8313080771979986,1.240120534796892
3.8884917798427447,1.2326268272259568
3.945675482487491,1.225167114435769
4.0028591851322375,1.217741330907476
4.060042887776984,1.2103494111863755
4.11722659042173,1.2029912898818977
4.174410293066476,1.1956669016676233
4.231593995711222,1.1883761812812703
4.288777698355968,1.1811190635246973
4.345961401000714,1.1738954832639068
4.403145103645461,1.1667053754290433
4.460328806290208,1.159548675014394
4.517512508934954,1.152425317078384
4.5746962115797,1.1453352367435856
4.631879914224446,1.138278369196707
4.689063616869192,1.131254649688605
4.746247319513938,1.1242640135342712
4.8034310221586844,1.1173063961128447
4.860614724803431,1.1103817328676022
4.917798427448178,1.103489959305966
4.974982130092924,1.0966310109994966
5.03216583273767,1.089804823583899
5.089349535382416,1.083011332759019
5.146533238027162,1.0762504742888448
5.203716940671908,1.069522184001504
5.2609006433166545,1.062826397789271
5.318084345961401,1.0561630516085558
5.375268048606147,1.0495320814799156
5.432451751250894,1.0429334234880456
5.48963545389564,1.0363670137817858
5.546819156540386,1.0298327885741152
5.604002859185132,1.0233306841421583
5.6611865618298784,1.0168606368271762
5.718370264474625,1.0104225830345774
5.775553967119371,1.0040164592339074
5.832737669764117,0.9976422019588582
5.889921372408863,0.9912997478072589
5.94710507505361,0.9849890334410836
6.004288777698356,0.9787099955864471
6.061472480343102,0.9724625710336063
6.1186561829878485,0.9662466966369604
6.175839885632595,0.9600623093150493
6.233023588277341,0.9539093460505548
6.290207290922087,0.9477877438903011
6.347390993566833,0.9416974399452548
6.404574696211579,0.9356383713905237
6.461758398856326,0.9296104754653564
6.5189421015010725,0.9236136894731443
6.576125804145819,0.9176479507814215
6.633309506790565,0.9117131968218629
6.690493209435311,0.9058093650902845
6.747676912080057,0.8999363931466451
6.804860614724803,0.8940942186150461
6.862044317369549,0.8882827791837288
6.9192280200142955,0.8825020126050777
6.9764117226590425,0.8767518566956182
7.033595425303789,0.8710322493360186
7.090779127948535,0.8653431284710885
7.147962830593281,0.859684432109779
7.205146533238027,0.8540560983251833
7.262330235882773,0.8484580652545366
7.319513938527519,0.8428902710992153
7.376697641172266,0.8373526541247387
7.433881343817012,0.8318451526607663
7.491065046461759,0.8263677051011016
7.548248749106505,0.8209202499036878
7.605432451751251,0.8155027255906114
7.662616154395997,0.8101150707480995
7.719799857040743,0.8047572240265224
7.7769835596854895,0.7994291241403905
7.834167262330236,0.7941307098683583
7.891350964974982,0.78886192005322
7.948534667619728,0.7836226936019128
8.005718370264475,0.7784129694855144
8.062902072909221,0.7732326867392467
8.120085775553967,0.7680817844624711
8.177269478198713,0.7629602018186917
8.23445318084346,0.7578678780355554
8.291636883488206,0.7528047524048492
8.348820586132952,0.7477707642825024
8.406004288777698,0.7427658530885864
8.463187991422444,0.7377899583073155
8.52037169406719,0.7328430194870442
8.577555396711936,0.7279249762402681
8.634739099356683,0.7230357682436273
8.691922802001429,0.7181753352379023
8.749106504646177,0.7133436170280145
8.806290207290923,0.7085405534830291
8.863473909935669,0.7037660845361514
8.920657612580415,0.6990201501847294
8.977841315225161,0.6943026904902524
9.035025017869907,0.6896136455783523
9.092208720514654,0.6849529556388013
9.1493924231594,0.6803205609255163
9.206576125804146,0.675716401756552
