Q,E
-12.573,2.4890000000000327
-7.383,1.8679999999999382
-2.1915,1.6200000000000045
3.0,1.6269999999999527
8.192,1.7419999999999618
13.383,1.7970000000000255
23.762,1.92999999999995
28.947,1.9610000000000127
34.125,1.9539999999999509
39.306,2.5330000000000155
44.483,4.078999999999951
