Q,E
-14.76,1.0650000000000546
-7.38,0.24700000000007094
0.0,0.0
7.38,0.12599999999997635
14.76,0.36000000000012733
22.04,0.4130000000000109
29.46,0.3170000000000073
36.77,0.18200000000001637
44.16,0.6159999999999854
51.28,2.2029999999999745
58.91,5.875
